id,event_type,event_cause,priority,corridor,zone,target_clearance_duration_mins,extracted_severity,vehicle_class,action_agency,osm_edge_u,osm_edge_v,road_highway_type,road_lanes,road_maxspeed
FKID004713,unplanned,vehicle_breakdown,High,ORR North 2,North Zone 2,9.211240083333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,598947945,598947939,trunk,2,60.0
FKID004715,unplanned,vehicle_breakdown,High,ORR North 2,North Zone 2,11.609703566666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,11601696870,12260709162,tertiary,1,40.0
FKID004716,unplanned,vehicle_breakdown,Low,Non-corridor,North Zone 2,10.431269066666665,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,9357977576,529453438,primary,1,40.0
FKID004717,unplanned,vehicle_breakdown,High,ORR North 1,North Zone 1,16.300484133333335,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1681844139,11850325025,trunk,3,50.0
FKID004724,unplanned,others,High,ORR North 2,North Zone 2,13.802722683333334,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,9994345613,10027832189,trunk,2,30.0
FKID004730,unplanned,vehicle_breakdown,Low,Non-corridor,East Zone 2,168.7313624,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,7396736259,7396736262,primary,1,40.0
FKID004732,unplanned,vehicle_breakdown,High,Magadi Road,West Zone 2,79.66424116666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,11868532437,4696742481,primary,2,50.0
FKID004733,unplanned,vehicle_breakdown,High,Bellary Road 1,West Zone 2,40.299746033333335,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,426962456,4044342169,primary,3,40.0
FKID004744,unplanned,vehicle_breakdown,Low,Non-corridor,,45.618598600000006,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,7175175825,1414410909,residential,1,40.0
FKID004748,unplanned,vehicle_breakdown,High,ORR North 2,North Zone 2,26.215256266666664,PARTIAL_BLOCK,OTHER,TRAFFIC_POLICE,521144184,521144192,residential,1,40.0
FKID004754,unplanned,vehicle_breakdown,High,Bellary Road 1,North Zone 2,61.22423801666666,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,582566933,582566911,tertiary,1,40.0
FKID004756,unplanned,pot_holes,High,ORR East 1,East Zone 1,1319.2296099500002,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1707853769,956714149,tertiary,2,40.0
FKID004762,unplanned,vehicle_breakdown,High,ORR East 1,East Zone 1,89.64109846666666,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,11428038814,11922878283,tertiary,2,40.0
FKID004770,unplanned,vehicle_breakdown,Low,Non-corridor,East Zone 2,44.05130068333334,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1181630282,12690332265,primary,1,40.0
FKID004774,unplanned,vehicle_breakdown,Low,Non-corridor,,156.2564053,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,597083493,11731358826,primary,2,40.0
FKID004775,unplanned,vehicle_breakdown,High,ORR East 2,East Zone 1,29.160188716666667,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,1634813457,12560654629,tertiary,2,40.0
FKID004778,unplanned,vehicle_breakdown,Low,Non-corridor,East Zone 1,45.4172374,NORMAL_OBSTRUCTION,LIGHT_VEHICLE,TRAFFIC_POLICE,1327387669,4204925697,residential,1,40.0
FKID004781,unplanned,vehicle_breakdown,High,Bellary Road 1,West Zone 2,60.449528900000004,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,282765938,461539120,primary,3,40.0
FKID004795,unplanned,construction,High,Airport New South Road,North Zone 1,419.0733540666667,NORMAL_OBSTRUCTION,OTHER,BWSSB,2125916046,2125916074,primary,1,40.0
FKID004797,unplanned,vehicle_breakdown,Low,Non-corridor,West Zone 1,52.3679289,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,10063095556,12759753188,residential,1,40.0
FKID004798,unplanned,others,High,Bellary Road 1,,43.06716361666667,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,2458999147,582589125,trunk,3,60.0
FKID004801,unplanned,procession,High,Magadi Road,West Zone 1,120.45697526666666,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,9022691349,4692323125,primary,1,40.0
FKID004804,unplanned,vehicle_breakdown,High,Bellary Road 2,,87.68711406666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,10965349426,11878581317,secondary,2,40.0
FKID004818,unplanned,vehicle_breakdown,High,Tumkur Road,,32.2092193,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,463393130,6513888393,secondary,1,40.0
FKID004822,unplanned,construction,Low,Non-corridor,East Zone 2,3.4467353833333334,PARTIAL_BLOCK,OTHER,TRAFFIC_POLICE,420087879,11888471616,primary,2,40.0
FKID004823,planned,construction,Low,Non-corridor,East Zone 2,329.12024915,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,420087879,11888471616,primary,2,40.0
FKID004827,unplanned,vehicle_breakdown,Low,Non-corridor,East Zone 2,63.62485048333333,PARTIAL_BLOCK,HEAVY_GOODS,TRAFFIC_POLICE,570496111,13374163053,tertiary,1,40.0
FKID004835,unplanned,others,High,ORR North 2,North Zone 2,15.641905283333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,598947939,11601696870,trunk,2,60.0
FKID004837,unplanned,vehicle_breakdown,Low,Non-corridor,West Zone 1,31.049118983333337,PARTIAL_BLOCK,LIGHT_VEHICLE,TRAFFIC_POLICE,13272617071,4579528995,tertiary,2,50.0
FKID004840,unplanned,vehicle_breakdown,High,Hennur Main Road,North Zone 1,50.382559799999996,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,10991701397,12056740206,primary,1,40.0
FKID004841,unplanned,vehicle_breakdown,High,Bellary Road 2,North Zone 1,44.61752728333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,11849335027,3736935191,trunk,3,80.0
FKID004843,unplanned,vehicle_breakdown,Low,Non-corridor,East Zone 1,41.34313795,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1104250503,1016228504,residential,1,40.0
FKID004844,unplanned,others,High,ORR North 2,North Zone 2,74.58705141666665,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,11601696870,12260709162,tertiary,1,40.0
FKID004845,unplanned,vehicle_breakdown,High,Varthur Road,East Zone 1,54.53153316666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,6136789033,5281661166,primary,2,40.0
FKID004846,unplanned,vehicle_breakdown,High,Bellary Road 1,North Zone 2,96.51823415,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,11864823656,335664189,trunk,2,80.0
FKID004849,unplanned,vehicle_breakdown,Low,Non-corridor,East Zone 1,15.559016000000002,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,5281842535,1104250537,tertiary,1,40.0
FKID004851,unplanned,vehicle_breakdown,Low,Non-corridor,North Zone 1,6.640204833333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,302252605,1799352946,tertiary,1,40.0
FKID004855,unplanned,others,Low,Non-corridor,East Zone 2,79.93364358333334,PARTIAL_BLOCK,OTHER,TRAFFIC_POLICE,410605177,7410650274,secondary,1,40.0
FKID004857,unplanned,vehicle_breakdown,High,ORR North 1,North Zone 1,36.747132416666666,NORMAL_OBSTRUCTION,LIGHT_VEHICLE,TRAFFIC_POLICE,1681844139,11850325025,trunk,3,50.0
FKID004859,unplanned,vehicle_breakdown,Low,Non-corridor,West Zone 1,8.764527933333333,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,1719192299,1719192233,tertiary,2,40.0
FKID004860,unplanned,vehicle_breakdown,Low,Non-corridor,Central Zone 2,68.46058618333333,PARTIAL_BLOCK,LIGHT_VEHICLE,BESCOM,6571903323,4304455670,secondary,2,40.0
FKID004869,unplanned,pot_holes,High,Magadi Road,,1358.3815949666666,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,11868291763,308069200,tertiary,1,40.0
FKID004873,unplanned,pot_holes,Low,Non-corridor,Central Zone 2,9.656423833333333,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,5346843777,5346843778,secondary,2,40.0
FKID004875,unplanned,vehicle_breakdown,Low,Non-corridor,West Zone 1,18.1232739,NORMAL_OBSTRUCTION,LIGHT_VEHICLE,TRAFFIC_POLICE,6132482714,6180424437,tertiary,2,50.0
FKID004876,unplanned,vehicle_breakdown,High,Bellary Road 1,West Zone 2,9.0990085,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,4044342169,1435578873,primary,3,40.0
FKID004889,unplanned,vehicle_breakdown,High,West of Chord Road,West Zone 1,38.17363073333333,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,2260035641,3585553894,primary,1,40.0
FKID004891,unplanned,vehicle_breakdown,High,Magadi Road,West Zone 1,8.908011233333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,10028885260,308069153,primary,1,40.0
FKID004895,unplanned,vehicle_breakdown,Low,Non-corridor,West Zone 1,115.30609676666667,NORMAL_OBSTRUCTION,HEAVY_GOODS,TRAFFIC_POLICE,2145322149,3149352470,tertiary,1,40.0
FKID004899,unplanned,road_conditions,Low,Non-corridor,West Zone 1,18.664876366666665,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,11873401772,11837026152,trunk,3,50.0
FKID004900,unplanned,vehicle_breakdown,High,Bellary Road 1,West Zone 2,7.330868683333334,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,461539186,282766058,primary,3,40.0
FKID004902,unplanned,procession,Low,Non-corridor,North Zone 2,166.81366601666664,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,7358850484,2451352801,secondary,2,40.0
FKID004911,unplanned,vehicle_breakdown,Low,Non-corridor,South Zone 2,105.27233006666667,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,264845660,2389701677,primary,3,50.0
FKID004912,unplanned,others,High,Magadi Road,,48.009267783333335,NORMAL_OBSTRUCTION,OTHER,BESCOM,10028885260,308069153,primary,1,40.0
FKID004913,planned,construction,High,Bellary Road 1,North Zone 2,5.682947016666666,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,11864823655,1748652160,tertiary,1,40.0
FKID004914,unplanned,vehicle_breakdown,High,Mysore Road,West Zone 2,34.983110116666666,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,699684176,699684302,trunk,2,40.0
FKID004915,unplanned,vehicle_breakdown,High,Bellary Road 1,Central Zone 2,110.57912203333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1435578872,1435578885,tertiary,1,40.0
FKID004916,unplanned,vehicle_breakdown,Low,Non-corridor,North Zone 2,29.094076266666665,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,10274916706,2244731247,primary,2,40.0
FKID004919,unplanned,vehicle_breakdown,High,Tumkur Road,West Zone 1,19.710776516666666,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,11393438055,419638232,tertiary_link,1,40.0
FKID004923,unplanned,tree_fall,High,Magadi Road,West Zone 1,91.44109088333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,11006824998,308069144,primary,1,40.0
FKID004927,unplanned,vehicle_breakdown,Low,Non-corridor,,24.450349916666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1719192233,3220646132,tertiary,2,40.0
FKID004929,unplanned,vehicle_breakdown,High,Varthur Road,East Zone 1,139.90008856666665,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1103012306,1502865751,primary,2,40.0
FKID004949,unplanned,vehicle_breakdown,Low,Non-corridor,,90.77372385,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,7305383393,12165336146,tertiary,1,40.0
FKID004954,unplanned,vehicle_breakdown,Low,Non-corridor,,46.3259174,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,7305383393,12165336146,tertiary,1,40.0
FKID004964,unplanned,vehicle_breakdown,High,Bellary Road 1,,39.85933068333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,2630925128,1989700033,primary,2,40.0
FKID004968,unplanned,construction,Low,Non-corridor,,274.00397273333334,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,306853273,2273015322,secondary,1,40.0
FKID004970,unplanned,vehicle_breakdown,Low,Non-corridor,,25.791576833333334,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,9778491245,9778491243,residential,1,40.0
FKID004983,unplanned,vehicle_breakdown,Low,Non-corridor,,41.31266376666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,4528696010,6130172328,trunk,2,40.0
FKID004987,unplanned,vehicle_breakdown,Low,Non-corridor,,62.41803623333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,2221008924,2220746691,residential,1,40.0
FKID004991,unplanned,vehicle_breakdown,Low,Non-corridor,,51.74567765,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,5360241955,4316707283,secondary,1,40.0
FKID004994,unplanned,vehicle_breakdown,High,ORR North 2,North Zone 2,8.8561709,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,10039201710,308074433,residential,1,40.0
FKID004999,unplanned,vehicle_breakdown,Low,Non-corridor,West Zone 1,48.370828966666664,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,1553419975,12778073198,tertiary,1,40.0
FKID005000,unplanned,vehicle_breakdown,Low,Non-corridor,West Zone 1,32.68535996666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,11873401772,11837026152,trunk,3,50.0
FKID005007,unplanned,vehicle_breakdown,High,Bellary Road 1,,20.757847583333334,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,430047518,12099921834,tertiary,2,40.0
FKID005008,unplanned,vehicle_breakdown,Low,Non-corridor,,126.5230286,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,2244981256,2244981243,secondary,2,40.0
FKID005011,unplanned,tree_fall,Low,Non-corridor,,634.9466416166667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,2230698627,2230698649,primary,2,30.0
FKID005018,unplanned,vehicle_breakdown,High,Bellary Road 2,North Zone 2,133.28790756666666,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,10965349426,11878581317,secondary,2,40.0
FKID005019,unplanned,vehicle_breakdown,Low,Non-corridor,,29.97115595,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,3833785299,3833840726,motorway,2,120.0
FKID005024,unplanned,vehicle_breakdown,High,ORR North 2,North Zone 2,13.06309525,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,521144184,521144201,trunk,2,60.0
FKID005027,unplanned,vehicle_breakdown,High,Bellary Road 2,,46.695242549999996,NORMAL_OBSTRUCTION,BMTC_BUS,BBMP,11486387657,13851353728,trunk,3,80.0
FKID005029,unplanned,vehicle_breakdown,High,Bellary Road 1,,19.9379241,NORMAL_OBSTRUCTION,OTHER,BBMP,3023900546,4849094103,secondary,1,40.0
FKID005035,unplanned,vehicle_breakdown,High,Tumkur Road,West Zone 1,51.0690825,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,426403819,11886298793,trunk,2,60.0
FKID005037,unplanned,others,Low,Non-corridor,East Zone 1,56.020648449999996,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,7396736280,6403451401,residential,1,40.0
FKID005043,unplanned,vehicle_breakdown,High,Bellary Road 1,West Zone 2,91.85315681666665,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1435578873,1435578897,primary_link,1,40.0
FKID005044,unplanned,vehicle_breakdown,High,ORR North 1,North Zone 1,17.6375147,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,4952656449,2408528584,tertiary,2,40.0
FKID005045,unplanned,vehicle_breakdown,High,ORR East 2,East Zone 1,49.72056991666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1259491769,10067234350,trunk,3,40.0
FKID005048,unplanned,vehicle_breakdown,Low,Non-corridor,North Zone 1,25.304260933333335,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,7434990654,7434990655,residential,1,40.0
FKID005054,unplanned,road_conditions,High,ORR East 2,East Zone 2,25.643229650000002,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,12167710569,442107152,trunk,2,40.0
FKID005060,unplanned,vehicle_breakdown,Low,Non-corridor,West Zone 1,80.12362475,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1551874440,1551874419,tertiary,1,40.0
FKID005062,unplanned,test_demo,Low,Non-corridor,West Zone 1,1.2892694833333331,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,760366289,1551874092,residential,1,40.0
FKID005087,unplanned,accident,Low,Non-corridor,,53.34333818333334,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1719192248,11873401772,trunk,3,50.0
FKID005090,unplanned,accident,High,Bellary Road 1,West Zone 2,22.104458983333334,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,426962456,4044342169,primary,3,40.0
FKID005100,unplanned,vehicle_breakdown,Low,Non-corridor,West Zone 1,70.50113398333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,4798470974,4798470971,secondary,1,40.0
FKID005101,unplanned,vehicle_breakdown,Low,Non-corridor,North Zone 1,3.8101085833333332,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,13859765959,2447233120,primary,2,40.0
FKID005103,unplanned,vehicle_breakdown,Low,Non-corridor,,49.09052761666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1537837483,4798470946,tertiary,2,40.0
FKID005104,unplanned,vehicle_breakdown,Low,Non-corridor,,25.623109600000003,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1224890408,2048248823,primary,2,60.0
FKID005105,unplanned,vehicle_breakdown,High,ORR East 2,East Zone 2,31.903825633333334,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,10081533793,6531847518,residential,1,40.0
FKID005106,unplanned,vehicle_breakdown,High,Magadi Road,West Zone 2,16.718276533333334,PARTIAL_BLOCK,OTHER,TRAFFIC_POLICE,11868532437,4696742481,primary,2,50.0
FKID005108,unplanned,vehicle_breakdown,Low,Non-corridor,East Zone 1,39.002808116666664,PARTIAL_BLOCK,OTHER,TRAFFIC_POLICE,2099691601,2099691667,primary,3,50.0
FKID005114,unplanned,accident,Low,Non-corridor,West Zone 1,20.5029632,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,2447900544,2447900543,trunk,2,50.0
FKID005124,unplanned,vehicle_breakdown,High,Tumkur Road,West Zone 1,69.02691816666668,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,446784265,426403824,secondary,1,40.0
FKID005127,unplanned,procession,Low,Non-corridor,North Zone 1,58.20283951666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,2552533982,2552533965,tertiary,1,40.0
FKID005133,unplanned,vehicle_breakdown,High,Magadi Road,West Zone 1,46.903321283333334,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,9918432810,9918432808,primary,1,40.0
FKID005135,unplanned,vehicle_breakdown,Low,Non-corridor,,21.676458,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,3676182361,3676182362,primary,2,40.0
FKID005139,unplanned,vehicle_breakdown,High,Bellary Road 2,North Zone 2,19.907681733333334,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,13851353728,960168779,trunk,3,80.0
FKID005143,unplanned,vehicle_breakdown,High,Bannerghata Road,,23.094614033333336,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,560654664,13210386801,primary,2,40.0
FKID005144,unplanned,vehicle_breakdown,Low,Non-corridor,,123.51028495,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,7484168009,1620351961,secondary,1,40.0
FKID005155,unplanned,vehicle_breakdown,High,ORR East 1,East Zone 1,43.20982215,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,515736998,1615766946,tertiary,2,40.0
FKID005161,unplanned,others,Low,Non-corridor,,28.82723145,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,4692323100,760366298,primary,1,40.0
FKID005162,unplanned,vehicle_breakdown,High,Bellary Road 2,,142.36468729999999,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,11486387657,13851353728,trunk,3,80.0
FKID005171,unplanned,vehicle_breakdown,High,Hosur Road,,63.03992563333334,PARTIAL_BLOCK,BMTC_BUS,TRAFFIC_POLICE,1472248456,1472248450,primary,2,60.0
FKID005172,unplanned,vehicle_breakdown,High,Tumkur Road,,22.331262849999998,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,3818330882,419634231,secondary,1,40.0
FKID005173,unplanned,vehicle_breakdown,Low,Non-corridor,,36.19868998333333,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,1636820472,11054990209,primary,1,40.0
FKID005178,unplanned,vehicle_breakdown,High,ORR West 1,,4.3907913333333335,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,3036815680,3036815681,secondary,1,40.0
FKID005183,unplanned,vehicle_breakdown,High,ORR East 1,,29.683071050000002,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1707853769,956714149,tertiary,2,40.0
FKID005184,unplanned,vehicle_breakdown,Low,Non-corridor,,11.861054683333332,PARTIAL_BLOCK,BMTC_BUS,TRAFFIC_POLICE,12690332264,1837297545,trunk,2,40.0
FKID005189,unplanned,construction,High,ORR North 1,North Zone 1,51.12241125,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,352930062,9903952376,tertiary,1,40.0
FKID005193,unplanned,others,Low,Non-corridor,East Zone 2,98.94985726666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,7398254385,7396736259,primary,2,40.0
FKID005198,unplanned,vehicle_breakdown,High,ORR North 1,North Zone 1,62.70201386666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,10089582930,11850325026,tertiary,2,40.0
FKID005199,unplanned,vehicle_breakdown,High,Bellary Road 1,North Zone 2,82.52175041666666,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,3325533369,582566943,trunk,3,60.0
FKID005201,unplanned,vehicle_breakdown,High,ORR North 2,North Zone 2,10.677372616666666,PARTIAL_BLOCK,OTHER,TRAFFIC_POLICE,11601696870,2446079578,trunk,2,30.0
FKID005202,unplanned,vehicle_breakdown,Low,Non-corridor,East Zone 2,159.28904783333334,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,12690332264,1837297545,trunk,2,40.0
FKID005204,unplanned,vehicle_breakdown,Low,Non-corridor,West Zone 1,17.285524333333335,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1594859683,4030913106,primary,1,40.0
FKID005206,unplanned,vehicle_breakdown,High,ORR East 1,East Zone 1,40.835751566666666,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,1694231590,11428038816,tertiary,2,40.0
FKID005210,unplanned,vehicle_breakdown,Low,Non-corridor,West Zone 1,67.34591795,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1942843613,1836983152,motorway,2,80.0
FKID005211,unplanned,others,Low,Non-corridor,East Zone 2,531.4297273999999,PARTIAL_BLOCK,OTHER,TRAFFIC_POLICE,5206524824,7279255533,secondary,1,40.0
FKID005213,unplanned,congestion,High,Old Airport Road,Central Zone 1,1.56152965,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,3853993753,1454651961,primary,2,30.0
FKID005214,unplanned,vehicle_breakdown,High,Bellary Road 1,North Zone 2,14.133789316666668,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,6856463623,1732217247,trunk,3,60.0
FKID005221,unplanned,vehicle_breakdown,High,Bellary Road 1,North Zone 2,36.82487128333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1748652160,430127815,tertiary,1,40.0
FKID005222,unplanned,vehicle_breakdown,High,Old Airport Road,Central Zone 1,63.47326641666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,6131854055,13392231547,primary,2,40.0
FKID005226,unplanned,others,Low,Non-corridor,West Zone 1,1143.35217835,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,10041073276,10041073272,residential,1,40.0
FKID005227,unplanned,vehicle_breakdown,Low,Non-corridor,North Zone 2,126.8133991,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,9357977576,529453438,primary,1,40.0
FKID005231,unplanned,vehicle_breakdown,High,Bellary Road 1,West Zone 2,16.259062183333334,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,282766058,282766080,primary,3,40.0
FKID005232,unplanned,vehicle_breakdown,Low,Non-corridor,Central Zone 1,87.88003225000001,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,10676264308,1780091304,primary,2,40.0
FKID005234,unplanned,others,High,Bellary Road 1,West Zone 2,1355.9523948333333,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,470253088,282765938,secondary,1,40.0
FKID005235,unplanned,others,High,ORR East 2,East Zone 2,695.0349998500001,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,5762040018,11576910656,tertiary,2,30.0
FKID005236,unplanned,vehicle_breakdown,High,Magadi Road,West Zone 1,6.511275816666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,10841401109,2224637203,primary,1,40.0
FKID005237,unplanned,vehicle_breakdown,High,Bellary Road 1,North Zone 2,42.97605128333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1748652160,430127815,tertiary,1,40.0
FKID005240,unplanned,vehicle_breakdown,Low,Non-corridor,North Zone 1,29.942643966666665,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,12153025273,12153025274,secondary,1,40.0
FKID005241,unplanned,vehicle_breakdown,High,Bellary Road 1,North Zone 2,23.71280468333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1299725535,2460375002,tertiary,3,40.0
FKID005247,unplanned,vehicle_breakdown,Low,Non-corridor,South Zone 1,80.19145851666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,11865417997,388463962,trunk,2,40.0
FKID005256,unplanned,vehicle_breakdown,Low,Non-corridor,East Zone 1,23.25843605,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,956079308,1378333832,primary,2,40.0
FKID005259,unplanned,others,High,Magadi Road,West Zone 1,77.66299434999999,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,10841401109,2224637203,primary,1,40.0
FKID005265,unplanned,others,Low,Non-corridor,West Zone 1,15.692345233333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1532827617,1532827562,tertiary,1,40.0
FKID005266,unplanned,construction,Low,Non-corridor,East Zone 2,414.5363759,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,410605177,7216367492,tertiary,1,40.0
FKID005270,unplanned,vehicle_breakdown,Low,Non-corridor,South Zone 1,69.24498263333334,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,12375717086,7402107564,trunk,2,40.0
FKID005274,unplanned,others,High,Mysore Road,West Zone 1,99.86904421666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1110309203,13282426110,trunk,3,60.0
